Site name,Country,State/Region,Latitude,Longitude,Profile name,Thickness range,Mean thickness (cm),LLST,MLST,MLST-A,MLST-B,MLST-C,MLST-C1,MLST-C2,MLST-C3,ULST,Various,Phase uncertainty,Distance from vent (km),Altitude (m),Depth of tephra layer (cm),Fan direction...23,Fan direction...24,Associated archaeology,Primary,Secondary,Reworked,Fall,Fluvial,XRF,Heavy minerals,Trace elements,Grain size distribution,Shard morphology,Comments,Reference1,Reference2,Reference3,Reference4,Reference5,Reference6,Update,Regional co-ordinates...62,Regional co-ordinates...63,unique_id
Mosbrucher Weiher,Germany,Rheinland-Pfalz,50.259722,6.942222,NA,10 - 20,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,30,NA,NA,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.",NA,NA,NA,NA,NA,NA,NA,NA,545
Dreiser Weiher,Germany,Rheinland-Pfalz,50.266389,6.800278,NA,10 - 20,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,30,NA,NA,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.",NA,NA,NA,NA,NA,NA,NA,NA,546
Strohner Maarchen,Germany,Rheinland-Pfalz,50.122222,6.928333,NA,10 - 20,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,NA,NA,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.","Erlenkeuser, H., J. Frechen, H. Straka, og H. Willkomm. “Das Alter einiger Eifelmaare nach neuen petrologischen, pollen-analytischen und Radiokarbon-Untersuchungen”. Decheniana 125, nr. 1/2 (1972): 113–29.",NA,NA,NA,NA,NA,NA,NA,547
Mürmes,Germany,Rheinland-Pfalz,50.148889,6.882778,NA,10 - 20,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,NA,NA,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.","Erlenkeuser, H., J. Frechen, H. Straka, og H. Willkomm. “Das Alter einiger Eifelmaare nach neuen petrologischen, pollen-analytischen und Radiokarbon-Untersuchungen”. Decheniana 125, nr. 1/2 (1972): 113–29.",NA,NA,NA,NA,NA,NA,NA,548
Hitsche,Germany,Rheinland-Pfalz,50.124722,6.868611,NA,10 - 20,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,NA,NA,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,Yes,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.","Bogaard, Paul van den, og Hans-Ulrich Schmincke. “Laacher See Tephra: A widespread isochronous late Quaternary tephra layer in Central and Northern Europe”. Geological Society of America Bulletin 96, nr. 12 (1985): 1554–71. https://doi.org/10.1130/0016-7606(1985)96<1554:LSTAWI>2.0.CO;2.","Erlenkeuser, H., J. Frechen, H. Straka, og H. Willkomm. “Das Alter einiger Eifelmaare nach neuen petrologischen, pollen-analytischen und Radiokarbon-Untersuchungen”. Decheniana 125, nr. 1/2 (1972): 113–29.",NA,NA,NA,NA,NA,NA,549
Hinkelsmaar,Germany,Rheinland-Pfalz,50.085,6.775556,NA,10 - 20,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,50,NA,NA,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.","Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions”. Comptes Rendus De l’Academie Des Sciences Serie II 312, nr. 4 (februar 1991): 415–20.",NA,NA,NA,NA,NA,NA,NA,550
Daaden,Germany,Rheinland-Pfalz,50.736667,7.959722,Bohrkern Daaden,10+,10,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,60,NA,NA,NE,1,NA,1,NA,1,1,NA,NA,1,NA,NA,Yes,NA,"Johansson, M. “Petrographische und Mikroanalytische Untersuchungen an Vulkanisch-Minerogenen Sedimentanteilen eines Bohrkerns aus einem Moor bei Daaden/Westerwald”. Unpublished Master’s dissertation, Leibniz-Universität, 2005.",NA,NA,NA,NA,NA,NA,NA,NA,551
Niederbieber,Germany,Rheinland-Pfalz,50.458889,7.468889,NA,100 - 200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,Near-vent,0,Federmessergruppen below,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Bolus, Michael. Die Siedlungsbefunde des späteiszeitlichen Fundplatzes Niederbieber (Stadt Neuwied): Ausgrabungen 1981-1988; mit Beiträgen von Gabriele Roth, Siegfried Stephan, Rolf C. Rottländ. Monographien (Römisch-Germanisches Zentralmuseum Mainz). Bonn: Rudolf Habelt GmbH, 1992.",NA,NA,NA,NA,NA,NA,NA,NA,552
Kettig,Germany,Rheinland-Pfalz,50.3975,7.462778,W-O Profil (Baales 2002),150 - 450,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,Near-vent,0,Federmessergruppen below,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Baales, Michael. Der Spätpaläolithische Fundplatz Kettig: Untersuchungen Zur Siedlungsarchäologie Der Federmesser-Gruppen Am Mittelrhein. Bonn: Verlag Rudolf Habelt GmbH, 2002.",NA,NA,NA,NA,NA,NA,NA,NA,553
Brexbachtal,Germany,Rheinland-Pfalz,50.442036,7.596748,Multiple sections,200-400,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Near-vent,0,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,"Zemke, J.J., Bange, U., Dellen, J., Groh, I., Henn, C.A.R., Pöhler, J., Stegmann, S., 2020. Penetration Resistance of Laacher See-tephra Andosols—Evaluating Rooting Conditions of Undisturbed and Excavated Forest Soils in SW-Germany. Forests 11. https://doi.org/10.3390/f11030360","Zemke, J.J., Pöhler, J., Stegmann, S., 2019. Modeling Runoff-Formation and Soil Erosion after Pumice Excavation at Forested Andosol-Sites in SW-Germany Using WEPP. Soil Systems 3. https://doi.org/10.3390/soilsystems3030048","Zemke, J.J., Bange, U., Dellen, J., Groh, I., Henn, C.A.R., Pöhler, J., Stegmann, S., 2020. Penetration Resistance of Laacher See-tephra Andosols—Evaluating Rooting Conditions of Undisturbed and Excavated Forest Soils in SW-Germany. Forests 11. https://doi.org/10.3390/f11030360",NA,NA,NA,NA,NA,NA,NA,554
Wannenköpfe,Germany,Rheinland-Pfalz,50.36524,7.409458,"Profil B, Profil D",30 - 90,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,219,NA,Near-vent,0,Only earlier Palaeolithic remains,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Frechen, Manfred. “Eruptionsgeschichte und Deckschichtenfolge der Wannenkopf-Vulkangruppe in der Osteifel”. Eiszeitalter & Gegenwart 45 (1995): 109–29.",NA,NA,NA,NA,NA,Update,NA,NA,555
Miesenheim II/III/IV,Germany,Rheinland-Pfalz,50.401389,7.404167,Multiple cores,300 - 400,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,NA,NA,Near-vent,0,Various locales around Miesenheim have yielded isolated fireplaces (III) and remains of woodland with traces of human occupation,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Bolus, Michael. Die Siedlungsbefunde des späteiszeitlichen Fundplatzes Niederbieber (Stadt Neuwied): Ausgrabungen 1981-1988; mit Beiträgen von Gabriele Roth, Siegfried Stephan, Rolf C. Rottländ. Monographien (Römisch-Germanisches Zentralmuseum Mainz). Bonn: Rudolf Habelt GmbH, 1992.","Scharf, Burkhard W., Felix Bittmann, og Tatjana Boettger. “Freshwater ostracods (Crustacea) from the Lateglacial site at Miesenheim, Germany, and temperature reconstruction during the Meiendorf Interstadial”. Palaeogeography, Palaeoclimatology, Palaeoecology 225, nr. 1–4 (2005): 203–15.",NA,NA,NA,NA,NA,NA,NA,556
Konderbachtal,Germany,Rheinland-Pfalz,50.290278,7.531667,Blatt 5711 Boppard,50 - 70,60,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,20,220,NA,Near-vent,0,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Semmel, A. “Junge Schuttdecken in hessischen Mittelgebirgen”. Notizblatt des hessischen Landesamts für Bodenforschung 92 (1964): 275–85.","Semmel, Arno. “Der Laacher Bimstuff als Zeitmarke der Landschaftsentwicklung in der Wiesbadener Umgebung”. Jahrbücher des Nassauischen Vereins für Naturkunde 124 (2003): 69–87.",NA,NA,NA,NA,NA,NA,NA,557
Schalkenmehrener Maar,Germany,Rheinland-Pfalz,50.169167,6.858333,SM3,9 - 20,14.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,400,650,Near-vent,0,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Jungerius, P. D., P. A. Riezebos, og R. T. Slotboom. “The age of Eifel Maars as shown by the presence of Laacher See ash of Allerød age”. Geologie En Mijnbouw 47, nr. 3 (1968): 199–205.","Erlenkeuser, H., J. Frechen, H. Straka, og H. Willkomm. “Das Alter einiger Eifelmaare nach neuen petrologischen, pollen-analytischen und Radiokarbon-Untersuchungen”. Decheniana 125, nr. 1/2 (1972): 113–29.","Dietrich, Stephan, og Frank Sirocko. “The potential for dust detection by means of µXRF scanning in Eifel maar lake sediments”. Eiszeitalter & Gegenwart 60, nr. 1 (2011): 90–104.",NA,NA,NA,NA,NA,NA,558
Kiesgrube Mondorf,Germany,Rheinland-Pfalz,50.786879,7.080597,Profil Mondorf,"Sediments between 50-190cm contain LST, partly as larger particles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-190,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,Floodwave deposits?,"Paas, Wilhelm. “Rezente Und Fossile Böden Auf Niederrheinischen Terrassen Und Deren Deckschichten.” Eiszeitalter & Gegenwart 12 (1962): 165–230. https://doi.org/10.3285/eg.12.1.13.",NA,NA,NA,NA,NA,Update,NA,NA,559
Ziegelei Nannhausen,Germany,Rheinland-Pfalz,49.97372,7.474786,"Profil 7, Serie Hu 0, Labor-Nr. 1-4 & Hu VI, Labor-Nr. 1-6: R 33 91 630, H 55 38 440",Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NE,1,NA,NA,NA,1,1,NA,NA,1,NA,Yes,NA,NA,"Stöhr, W. T. “Der Bims (Trachyttuff), seine Verlagerung, Verlehmung und Bodenbildung (Lockerbraunerden) im südwestlichen Rheinischen Schiefergebirge”. Notizblatt des hessischen Landesamts für Bodenforschung 91 (1963): 318–37.",NA,NA,NA,NA,NA,NA,NA,NA,560
Revier Lützelsoon,Germany,Rheinland-Pfalz,49.850031,7.450898,Profil 4: Womrather Höhe (Blatt Nr. 6110 Gemünden),Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NE,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Stöhr, W. T. “Der Bims (Trachyttuff), seine Verlagerung, Verlehmung und Bodenbildung (Lockerbraunerden) im südwestlichen Rheinischen Schiefergebirge”. Notizblatt des hessischen Landesamts für Bodenforschung 91 (1963): 318–37.",NA,NA,NA,NA,NA,NA,NA,NA,561
Revier Hüttgeswasen,Germany,Rheinland-Pfalz,49.727985,7.116222,"Profil 8, Serie Hu IV, Labor-Nr. 17-20: R 25 79 740, H 55 11 630 (Blatt Nr. Morscheid); Wald S ""Hängende Birke"", NO-Hang",Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,NA,NE,1,NA,NA,NA,1,1,NA,NA,1,NA,Yes,NA,NA,"Stöhr, W. T. “Der Bims (Trachyttuff), seine Verlagerung, Verlehmung und Bodenbildung (Lockerbraunerden) im südwestlichen Rheinischen Schiefergebirge”. Notizblatt des hessischen Landesamts für Bodenforschung 91 (1963): 318–37.",NA,NA,NA,NA,NA,NA,NA,NA,562
Revier Faas,Germany,Rheinland-Pfalz,50.011143,7.391028,"Profil 3, Serie Hu XIII, Labor-Nr. 37-47: R 26 00 235, H 55 43 060 (Blatt Nr. 5910)",Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,NA,NE,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Stöhr, W. T. “Der Bims (Trachyttuff), seine Verlagerung, Verlehmung und Bodenbildung (Lockerbraunerden) im südwestlichen Rheinischen Schiefergebirge”. Notizblatt des hessischen Landesamts für Bodenforschung 91 (1963): 318–37.",NA,NA,NA,NA,NA,NA,NA,NA,563
Jagdhaus Hohlweide,Germany,Rheinland-Pfalz,49.719805,7.028804,"Profil 5: Wald NNW Jagdhaus Hohlweide: R 25 76 950, H 55 09 080 (Blatt Nr. 6208 Morscheid)",Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NE,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Stöhr, W. T. “Der Bims (Trachyttuff), seine Verlagerung, Verlehmung und Bodenbildung (Lockerbraunerden) im südwestlichen Rheinischen Schiefergebirge”. Notizblatt des hessischen Landesamts für Bodenforschung 91 (1963): 318–37.",NA,NA,NA,NA,NA,NA,NA,NA,564
Hähn,Germany,Rheinland-Pfalz,50.292963,9.130205,Beispielschurf 1-18 bei R 3422571 / H 5610353,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NE,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Stolz, Christian, og Jörg Grunert. “Deckschichten, Auenlehme und Kolluvien im Hohen Westerwald”. Jahrbuch des nassauischen Vereins für Naturkunde 129 (2008): 117–31.",NA,NA,NA,NA,NA,Update 2,NA,NA,565
Krumpa,Germany,Sachsen-Anhalt,51.306111,11.844722,near Krumpa,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,340,NA,NA,NE,1,Mesolithic (and later) only,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Böttger, Tatjana, Achim Hiller, Frank Wolfgang Junge, Thomas Litt, Dietrich Mania, og Norbert Scheele. “Late Glacial stable isotope record, radiocarbon stratigraphy, pollen and mollusc analyses from the Geiseltal area, Central Germany”. Boreas 27, nr. 2 (1998): 88–100. https://doi.org/doi:10.1111/j.1502-3885.1998.tb00870.x.","Mania, Dietrich, og V. Toepfer. “Zur jungquartären Landschaftsgeschichte und mesolithischen Besiedlung des Geiseltals”. Jahresschrift Mitteldeutsche Vorgeschichte 55 (1971): 11–34.",NA,NA,NA,NA,NA,NA,NA,566
Salziger See,Germany,Sachsen-Anhalt,51.476111,11.6775,Lz1001-3,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Wennrich, V., B. Wagner, M. Melles, og P. Morgenstern. “Late Glacial and Holocene history of former Salziger See, Central Germany, and its climatic and environmental implications”. International Journal of Earth Sciences 94, nr. 2 (april 2005): 275–84.",NA,NA,NA,NA,NA,NA,NA,NA,567
Klosterbuch,Germany,Sachsen-Anhalt,51.153333,12.9825,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Klosterbuch OR Klosterbruch?,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,NA,NA,568
Arendsee,Germany,Sachsen-Anhalt,54.226389,13.152222,ARS3-6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Röhrig, R., og Burkhard W. Scharf. “Paläolimnologische Untersuchungen zur Entwicklung des Arendsees (Sachsen-Anhalt)”. Greifswalder Geographische Arbeiten 26 (2002): 123–26.",NA,NA,NA,NA,NA,NA,5913450,4609800,569
Gaterslebener See (=Ascherslebener See),Germany,Sachsen-Anhalt,51.817222,11.396667,A1/A6 (Grube Georg)/Profil A [Grube Konigsaue] - see Mania (1967),0.8 - 12/3 - 9/<13,12.7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NE,1,Magdalenian,1,NA,NA,1,NA,NA,1,NA,NA,NA,See Toepfer (1965); Weniger (1989) for the Magdalenian site nearby ~ unfortunately no connection to stratigraphy,"Frechen, J. “Die Herkunft der spätglazialen Bimstuffe in mittel- und süddeutschen Mooren”. Geologisches Jahrbuch 67 (1952): 209–30.","Müller, H. “Zur spät- und nacheiszeitlichen Vegetationsgeschichte des mitteldeutschen Trockengebietes”. Nova Acta Leopoldina N.F. 16 (1953): 1–67.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.","Mania, Dietrich. “Pleistozäne und holozäne Ostracodengesellschaften aus dem ehemaligen Ascherslebener See”. Wisschaftliche Zeitschrift der Universität Halle, mathematisch-naturwissenschaftliche Reihe 16 (1967): 501–50.",NA,NA,NA,51 49 02,011 23 48,570
Schadeleben,Germany,Sachsen-Anhalt,51.831714,11.351456,"A3/A4 Tagebaurest Nachterstedt, Feld Schadeleben - see Knuth & Thomae (2003)",3-10,6.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,330,106,NA,NE,1,Federmessergruppen in vicinity,1,NA,NA,1,NA,NA,1,NA,Yes,Yes,NA,"Knuth, Günter, og Matthias Thomae. “Zur Tephra im Alleröd bei Schadeleben und Krumpa in Sachsen-Anhalt”. Hallesches Jahrbuch für Geowissenschaften 25 (2003): 81–90.",NA,NA,NA,NA,NA,Update 7,NA,NA,571
Geiseltal,Germany,Sachsen-Anhalt,51.301182,11.839813,G1/G2,3-10,6.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,340,108,NA,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,Yes,Yes,NA,"Knuth, Günter, og Matthias Thomae. “Zur Tephra im Alleröd bei Schadeleben und Krumpa in Sachsen-Anhalt”. Hallesches Jahrbuch für Geowissenschaften 25 (2003): 81–90.",NA,NA,NA,NA,NA,Update 7,NA,NA,572
Frankleben,Germany,Sachsen-Anhalt,51.306111,11.943611,Grube Beuna,3.8 - 4.2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,340,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,Yes,NA,NA,"Frechen, J. “Die Herkunft der spätglazialen Bimstuffe in mittel- und süddeutschen Mooren”. Geologisches Jahrbuch 67 (1952): 209–30.",NA,NA,NA,NA,NA,NA,51 18 46,011 56 00,573
Weinberg bei Schadeleben,Germany,Sachsen-Anhalt,51.825829,11.37004,NA,4-13,8.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,330,120,170,NE,1,Federmessergruppen below,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Mania, Dietrich. “Das Quartär Der Ascherslebener Depression Im Nordharzvorland.” Hercynia 4 (1967): 51–82.","Mania, Dietrich. “Ascheregen vor 13 000 Jahren im Elbe-Saalegebiet”. Praehistoria Thuringica 9 (2003): 51–79.","Toepfer, V. “Paläolithische Fundstätten Am Ehemaligen Ascherslebener-Gaterslebener See.” Ausgrabungen & Funde 10 (1965): 3–10.",NA,NA,NA,NA,?,?,574
Mücheln,Germany,Sachsen-Anhalt,51.307787,11.81376,Profil A/Profil B,5 - 10,5,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,340,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Mania, Dietrich, Maria Seifert, og Matthias Thomae. “Spät- und Postglazial im Geiseltal (mittleres Elbe-Saalegebiet)”. Eiszeitalter & Gegenwart 43 (1993): 1–22.",NA,NA,NA,NA,NA,NA,NA,NA,575
Nahe,Germany,Schleswig-Holstein,53.81185,10.1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krüger, Sascha, Morten Fischer Mortensen, and Walter Dörfler. “Sequence Completed – Palynological Investigations on Lateglacial/Early Holocene Environmental Changes Recorded in Sequentially Laminated Lacustrine Sediments of the Nahe Palaeolake in Schleswig-Holstein, Germany.” Review of Palaeobotany and Palynology 280 (September 1, 2020): 104271. https://doi.org/10.1016/j.revpalbo.2020.104271.",NA,NA,NA,NA,NA,NA,NA,NA,576
Ollendorf I/II,Germany,Thuringen,51.040833,11.195556,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5916500,4587900,577
Säulingsee,Germany,Thüringen,50.930278,9.968333,NA,13,13,NA,NA,NA,1,NA,NA,1,NA,NA,NA,MLST-B or C2?,200,232,798-811,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Same as Werratal (in Litt et al. 2003),"Schneider, Heike. Die spät- und postglaziale Vegetationsgeschichte des oberen und mittleren Werratals. Dissertationes Botanicae 403. Berlin: Cramer, 2006.","Stebich, Martina, og Heike Schneider. “Bedeutende Fossilvorkommen des Quartärs in Thüringen. Teil 1: Mikro- und Makrofloren”. Beiträge zur Geologie Thürigen, N.F. 9 (2002): 119–44.",NA,NA,NA,NA,NA,NA,NA,578
Torbiere di Trana,Italy,Piemonte,45.026389,7.424444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,Late prehistory/historical material only,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,NA,"Schneider, R. “Pollenanalytische Untersuchungen zur Kenntnis der spät- und postglazialen Vegetationsgeschichte am Südrand der Alpen zwischen Turin und Varese (Italien)”. Botanische Jahrbücher für Systematik 100 (1977): 26–109.","Eicher, Ueli. “Die spätglazialen sowie die frühpostglazialen Klimaverhaltnisse im Bereiche der Alpen: Sauerstoffisotopenkurven kalkhaltiger Sedimente”. Geographica Helvetica 42 (1987): 99–104.","Bogaard, Paul van den, og Hans-Ulrich Schmincke. “Laacher See Tephra: A widespread isochronous late Quaternary tephra layer in Central and Northern Europe”. Geological Society of America Bulletin 96, nr. 12 (1985): 1554–71. https://doi.org/10.1130/0016-7606(1985)96<1554:LSTAWI>2.0.CO;2.",NA,NA,NA,NA,NA,NA,579
Lago Piccolo di Avigliana,Italy,Turin,45.053889,7.394167,LPA,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Finsinger, W., C. Belis, S. P. E. Blockley, U. Eicher, M. Leuenberger, A. F. Lotter, og B. Ammann. “Temporal patterns in lacustrine stable isotopes as evidence for climate change during the late glacial in the Southern European Alps”. Journal of Paleolimnology 40 (2008): 885–95.",NA,NA,NA,NA,NA,NA,NA,NA,580
Lopaiciai,Lithuania,Telšiai County,55.743889,22.192778,Lop2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,265,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Andronikov, Alexandre V., Eugenija Rudnickaitė, Dante S. Lauretta, Irina E. Andronikova, Donatas Kaminskas, Petras Šinkūnas, og Monika Melešytė. “Geochemical evidence of the presence of volcanic and meteoritic materials in Late Pleistocene lake sediments of Lithuania”. Quaternary International 386 (2015): 18–29. http://dx.doi.org/10.1016/j.quaint.2014.10.005.",NA,NA,NA,NA,NA,NA,NA,NA,581
Müllertal,Luxembourg,Echternach,49.817199,6.380616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,582
Hersberg,Luxembourg,Echternach,49.758336,6.32735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,583
Consdorf,Luxembourg,Echternach,49.779177,6.333982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,584
Breidweiler Pont,Luxembourg,Grevenmacher,49.734175,6.294291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,585
Lias cuesta V,Luxembourg,Grevenmacher,49.728384,6.31282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,586
